Signal Date,Symbol,Source Engine,Signal Type,Entry Price,1D %,5D %,20D %,Status
2026-05-15,TATASTEEL,Results,Neutral,,,,,no_price
2026-05-19,BPCL,Results,Neutral,,,,,no_price
2026-04-24,RELIANCE,Results,Weak,,,,,no_price
2026-05-21,GAIL,Results,Weak,,,,,no_price
2026-05-15,POWERGRID,Results,Neutral,,,,,no_price
2026-05-23,NTPC,Results,Neutral,,,,,no_price
2026-04-26,COALINDIA,Results,Strong,,,,,no_price
2026-05-26,ONGC,Results,Neutral,,,,,no_price
2026-04-26,PHOENIXLTD,Results,Strong,,,,,no_price
2026-05-21,PRESTIGE,Results,Strong,1385.5999755859375,0.21,1.02,10.26,no_price
2026-05-08,OBEROIRLTY,Results,Neutral,,,,,no_price
2026-05-04,GODREJPROP,Results,Strong,,,,,no_price
2026-05-13,DLF,Results,Strong,,,,,no_price
2026-05-15,COCHINSHIP,Results,Weak,,,,,no_price
2026-04-29,MAZDOCK,Results,Weak,,,,,no_price
2026-05-28,BDL,Results,Weak,,,,,no_price
2026-05-19,BEL,Results,Strong,,,,,no_price
2026-05-14,HAL,Results,Neutral,,,,,no_price
2026-05-27,CUMMINSIND,Results,Weak,,,,,no_price
2026-03-31,BHEL,Results,Strong,,,,,no_price
2026-05-08,ABB,Results,Weak,,,,,no_price
2026-05-26,SIEMENS,Results,Weak,,,,,no_price
2026-05-05,LT,Results,Strong,,,,,no_price
2026-05-07,DABUR,Results,Weak,,,,,no_price
2026-05-07,BRITANNIA,Results,Neutral,,,,,no_price
2026-05-21,ITC,Results,Weak,,,,,no_price
2026-04-30,HINDUNILVR,Results,Neutral,,,,,no_price
2026-05-07,LUPIN,Results,Strong,,,,,no_price
2026-03-31,DIVISLAB,Results,Strong,5906.5,-0.85,0.78,12.07,no_price
2026-05-13,CIPLA,Results,Weak,,,,,no_price
2026-05-12,DRREDDY,Results,Weak,,,,,no_price
2026-05-22,SUNPHARMA,Results,Weak,,,,,no_price
2026-05-22,EICHERMOT,Results,Neutral,,,,,no_price
2026-05-06,BAJAJ-AUTO,Results,Strong,,,,,no_price
2026-06-03,M&M,Results,Strong,,,,,no_price
2026-04-28,MARUTI,Results,Weak,,,,,no_price
2026-04-22,TECHM,Results,Neutral,,,,,no_price
2026-04-21,HCLTECH,Results,Neutral,,,,,no_price
2026-04-16,WIPRO,Results,Weak,,,,,no_price
2026-04-23,INFY,Results,Neutral,,,,,no_price
2026-04-09,TCS,Results,Neutral,,,,,no_price
2026-04-24,SHRIRAMFIN,Results,Weak,,,,,no_price
2026-04-27,SBICARD,Results,Neutral,,,,,no_price
2026-04-30,CHOLAFIN,Results,Strong,,,,,no_price
2026-04-30,BAJAJFINSV,Results,Neutral,1745.7103271484375,0.0,4.42,3.54,no_price
2026-04-29,BAJFINANCE,Results,Strong,924.3179931640625,0.75,5.46,0.12,no_price
2026-05-02,KOTAKBANK,Results,Neutral,371.6499938964844,-0.08,2.53,1.55,no_price
2026-04-25,AXISBANK,Results,Neutral,1324.199951171875,-2.66,-3.71,-0.98,no_price
2026-05-08,SBIN,Results,Weak,1001.2523193359375,-4.48,-3.8,-2.35,no_price
2026-04-18,ICICIBANK,Results,Neutral,1356.199951171875,2.37,-3.1,-7.75,no_price
2026-01-30,NESTLEIND,Results,Neutral,1325.244873046875,-1.81,-1.66,-2.53,no_price
2025-07-19,HDFCBANK,Results,Weak,981.5330200195312,0.33,0.65,-0.22,no_price
2026-06-22,BAJFINANCE,Confluence,Tier 2,962.384033203125,-0.61,1.42,,no_price
2026-06-22,BDL,Confluence,Tier 2,1406.699951171875,-1.14,-5.09,,no_price
2026-06-22,BHEL,Confluence,Tier 2,411.5,-2.83,0.55,,no_price
2026-06-22,CHOLAFIN,Confluence,Tier 2,1718.800048828125,0.41,3.21,,no_price
2026-06-22,CIPLA,Confluence,Tier 2,1415.699951171875,1.23,2.71,,no_price
2026-06-22,CUMMINSIND,Confluence,Tier 2,5764.0,-0.49,-3.86,,no_price
2026-06-22,DIVISLAB,Confluence,Tier 2,6787.5,-0.6,-3.39,,no_price
2026-06-22,DLF,Confluence,Tier 2,627.5999755859375,-2.43,-2.05,,no_price
2026-06-22,EICHERMOT,Confluence,Tier 2,7639.5,-0.81,-2.79,,no_price
2026-06-22,GAIL,Confluence,Tier 2,177.3000030517578,-1.95,-2.87,,no_price
2026-06-22,GODREJPROP,Confluence,Tier 2,1798.9000244140625,-0.51,1.73,,no_price
2026-06-22,HAL,Confluence,Tier 2,4515.2001953125,-0.33,-3.82,,no_price
2026-06-22,KOTAKBANK,Confluence,Tier 2,402.1499938964844,-0.12,-1.65,,no_price
2026-06-22,LT,Confluence,Tier 2,4201.2998046875,-0.52,-0.86,,no_price
2026-06-22,NESTLEIND,Confluence,Tier 2,1401.9000244140625,-0.69,-1.04,,no_price
2026-06-22,PHOENIXLTD,Confluence,Tier 2,1871.0999755859375,-1.04,2.19,,no_price
2026-06-22,PRESTIGE,Confluence,Tier 2,1512.5,0.01,1.78,,no_price
2026-06-22,SIEMENS,Confluence,Tier 2,3767.800048828125,-2.17,-5.17,,no_price
2026-06-22,SUNPHARMA,Confluence,Tier 2,1858.030517578125,0.27,0.64,,no_price
2026-06-22,ABB,Confluence,Tier 2,7258.0,-1.37,-1.79,,no_price
2026-06-22,AXISBANK,Confluence,Tier 2,1358.5999755859375,0.36,-0.13,,no_price
2026-06-22,BAJAJ-AUTO,Confluence,Tier 2,10191.0,-1.63,-5.5,,no_price
2026-06-22,BAJAJFINSV,Confluence,Tier 2,1780.680419921875,-0.97,-1.28,,no_price
2026-06-22,BEL,Confluence,Tier 2,431.5,-2.67,-4.61,,no_price
2026-06-22,BPCL,Confluence,Tier 2,308.6000061035156,-0.02,-2.53,,no_price
2026-06-22,COALINDIA,Confluence,Tier 2,449.0,-1.04,-0.92,,no_price
2026-06-22,COCHINSHIP,Confluence,Tier 2,1476.4000244140625,0.49,-3.31,,no_price
2026-06-22,DABUR,Confluence,Tier 2,422.25,-0.58,0.96,,no_price
2026-06-22,DRREDDY,Confluence,Tier 2,1290.699951171875,0.82,6.59,,no_price
2026-06-22,HDFCBANK,Confluence,Tier 2,786.4000244140625,-1.49,1.59,,no_price
2026-06-22,HINDUNILVR,Confluence,Tier 2,2162.89990234375,-0.13,-0.54,,no_price
2026-06-22,ICICIBANK,Confluence,Tier 2,1352.4000244140625,-1.04,2.6,,no_price
2026-06-22,ITC,Confluence,Tier 2,291.25,-0.43,-0.19,,no_price
2026-06-22,LUPIN,Confluence,Tier 2,2340.0,0.76,2.96,,no_price
2026-06-22,MARUTI,Confluence,Tier 2,13421.0,0.22,-0.07,,no_price
2026-06-22,MAZDOCK,Confluence,Tier 2,2541.699951171875,-1.38,-3.73,,no_price
2026-06-22,OBEROIRLTY,Confluence,Tier 2,1691.0999755859375,0.79,3.73,,no_price
2026-06-22,POWERGRID,Confluence,Tier 2,289.75,0.76,-1.21,,no_price
2026-06-22,RELIANCE,Confluence,Tier 2,1326.5,-1.28,-1.92,,no_price
2026-06-22,SBIN,Confluence,Tier 2,1040.75,-1.59,-0.45,,no_price
2026-06-22,SHRIRAMFIN,Confluence,Tier 2,987.265380859375,0.05,4.01,,no_price
2026-06-22,BRITANNIA,Confluence,Tier 2,5217.5,0.45,-2.21,,no_price
2026-06-22,M&M,Confluence,Tier 2,3031.56396484375,-0.85,0.97,,no_price
2026-06-22,NTPC,Confluence,Tier 2,367.04998779296875,-0.67,-2.98,,no_price
2026-06-22,ONGC,Confluence,Tier 2,245.4499969482422,-0.45,-4.64,,no_price
2026-06-22,SBICARD,Confluence,Tier 2,627.7999877929688,-3.28,-4.13,,no_price
2026-06-22,DENTA,Confluence,Tier 3,324.8999938964844,3.94,3.31,,no_price
2026-06-22,EMSLIMITED,Confluence,Tier 3,408.1499938964844,9.18,0.99,,no_price
2026-06-22,IGARASHI,Confluence,Tier 3,473.70001220703125,1.71,-3.12,,no_price
2026-06-22,NELCO,Confluence,Tier 3,925.1500244140625,-4.8,-3.88,,no_price
2026-06-22,NIITLTD,Confluence,Tier 3,103.58000183105469,-3.32,-7.12,,no_price
2026-06-22,NOCIL,Confluence,Tier 3,190.82000732421875,-0.8,-4.33,,no_price
2026-06-22,RBA,Confluence,Tier 3,79.68000030517578,-1.05,0.14,,no_price
2026-06-22,RHETAN,Confluence,Tier 3,27.639999389648438,-1.74,-4.67,,no_price
2026-06-22,SUBROS,Confluence,Tier 3,856.0,0.69,-4.72,,no_price
2026-06-22,TFCILTD,Confluence,Tier 3,74.41000366210938,2.58,1.52,,no_price
2026-06-22,VISACHROME,Confluence,Tier 3,43.540000915527344,1.77,-6.11,,no_price
2026-06-22,EPACK,Confluence,Tier 3,252.66000366210938,-6.98,-8.3,,no_price
2026-06-22,KSCL,Confluence,Tier 3,944.2000122070312,-1.44,-4.07,,no_price
2026-06-22,ASIANTILES,Confluence,Tier 3,55.310001373291016,-1.54,0.54,,no_price
2026-06-24,NDRINVIT,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,RAMCOSYS,Deal Flow,BIG_BULK_BUY,,,,,no_price
2026-06-24,PINELABS,Deal Flow,BIG_BULK_BUY,,,,,no_price
2026-06-24,INFY,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,TCS,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,RPTECH,Deal Flow,BIG_BULK_BUY,,,,,no_price
2026-06-24,PACEDIGITK,Deal Flow,BIG_BULK_BUY,,,,,no_price
2026-06-24,ROTO,Deal Flow,BIG_BULK_BUY,,,,,no_price
2026-06-24,ICICIBANK,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,RELIANCE,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,HDFCBANK,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,LT,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,BHARTIARTL,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,M&M,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,BAJFINANCE,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,BEL,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,TITAN,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,POWERGRID,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,SUNPHARMA,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,HINDUNILVR,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,ASIANPAINT,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,AXISBANK,Deal Flow,BIG_BLOCK_BUY,,,,,no_price
2026-06-24,TCIEXP,Deal Flow,BIG_BULK_BUY,,,,,no_price
2026-06-24,ATALREAL,Deal Flow,BIG_BULK_BUY,,,,,no_price
2026-06-24,RATNAVEER,Deal Flow,BIG_BULK_BUY,,,,,no_price
2026-06-24,GOCOLORS,Deal Flow,BIG_BULK_BUY,,,,,no_price
2026-06-24,SBC,Deal Flow,BIG_BULK_BUY,,,,,no_price
2026-06-24,KOTAKBANK,Institutional Flow,Strong,405.95001220703125,0.75,-1.35,,no_price
2026-06-24,BAJFINANCE,Institutional Flow,Strong,984.8956298828125,-1.06,3.05,,no_price
2026-06-24,CHOLAFIN,Institutional Flow,Strong,1792.9000244140625,0.35,0.58,,no_price
2026-06-24,EICHERMOT,Institutional Flow,Strong,7572.0,0.34,-5.72,,no_price
2026-06-24,PRESTIGE,Institutional Flow,Strong,1541.0999755859375,0.99,5.46,,no_price
2026-06-24,PHOENIXLTD,Institutional Flow,Strong,1912.300048828125,-0.4,5.55,,no_price
2026-06-24,HDFCBANK,Institutional Flow,Strong,793.2000122070312,0.39,0.37,,no_price
2026-06-24,ICICIBANK,Institutional Flow,Strong,1373.5999755859375,1.01,0.45,,no_price
2026-06-24,SBIN,Institutional Flow,Strong,1034.5999755859375,1.04,1.24,,no_price
2026-06-24,AXISBANK,Institutional Flow,Strong,1384.5,-0.53,-1.14,,no_price
2026-06-24,BAJAJFINSV,Institutional Flow,Strong,1778.98193359375,-0.89,1.05,,no_price
2026-06-24,SHRIRAMFIN,Institutional Flow,Strong,1013.268310546875,1.26,2.86,,no_price
2026-06-24,MARUTI,Institutional Flow,Strong,13248.0,3.75,8.66,,no_price
2026-06-24,M&M,Institutional Flow,Strong,3032.652587890625,3.84,2.14,,no_price
2026-06-24,BAJAJ-AUTO,Institutional Flow,Strong,9750.0,0.95,0.94,,no_price
2026-06-24,DLF,Institutional Flow,Strong,618.1500244140625,0.52,4.94,,no_price
2026-06-24,GODREJPROP,Institutional Flow,Strong,1820.5999755859375,1.65,7.63,,no_price
2026-06-24,OBEROIRLTY,Institutional Flow,Strong,1753.0999755859375,-0.22,2.94,,no_price
2026-06-24,SBICARD,Institutional Flow,Strong,607.5999755859375,2.84,-1.88,,no_price
2026-06-24,SUNPHARMA,Institutional Flow,Improving,1869.5003662109375,-0.62,-0.44,,no_price
2026-06-24,DRREDDY,Institutional Flow,Improving,1328.4000244140625,1.66,0.87,,no_price
2026-06-24,CIPLA,Institutional Flow,Improving,1437.9000244140625,0.15,1.31,,no_price
2026-06-24,DIVISLAB,Institutional Flow,Improving,6753.5,-0.59,-3.08,,no_price
2026-06-24,NESTLEIND,Institutional Flow,Improving,1382.5999755859375,1.45,5.15,,no_price
2026-06-24,BHEL,Institutional Flow,Improving,402.8999938964844,-0.05,2.74,,no_price
2026-06-24,CUMMINSIND,Institutional Flow,Improving,5555.5,1.56,1.94,,no_price
2026-06-24,LUPIN,Institutional Flow,Improving,2367.60009765625,-1.02,1.26,,no_price
2026-06-24,HINDUNILVR,Institutional Flow,Improving,2157.800048828125,0.76,1.12,,no_price
2026-06-24,ITC,Institutional Flow,Improving,290.3500061035156,-0.12,-0.02,,no_price
2026-06-24,DABUR,Institutional Flow,Improving,424.1000061035156,-0.05,4.87,,no_price
2026-06-24,LT,Institutional Flow,Improving,4181.7001953125,0.83,-2.13,,no_price
2026-06-24,SIEMENS,Institutional Flow,Improving,3561.5,1.86,-0.02,,no_price
2026-06-24,ABB,Institutional Flow,Improving,6967.5,0.37,-0.44,,no_price
2026-06-24,HAL,Institutional Flow,Improving,4368.89990234375,0.0,1.5,,no_price
2026-06-24,BDL,Institutional Flow,Improving,1383.5,-1.09,-0.33,,no_price
2026-06-24,MAZDOCK,Institutional Flow,Improving,2493.0,-0.82,1.71,,no_price
2026-06-24,COCHINSHIP,Institutional Flow,Improving,1487.0999755859375,-1.93,1.16,,no_price
2026-06-24,BRITANNIA,Institutional Flow,Improving,5262.5,-0.48,-0.01,,no_price
2026-06-24,BEL,Institutional Flow,Improving,413.54998779296875,-1.54,0.65,,no_price
2026-03-31,GAIL,Results,Weak,140.6699981689453,0.75,8.21,16.04,no_price
2026-05-23,DIVISLAB,Results,Strong,,,,,no_price
2026-03-31,WIPRO,Results,Weak,191.17999267578125,1.95,6.11,4.95,no_price
2026-03-31,CHOLAFIN,Results,Strong,1373.5999755859375,-1.26,11.61,13.78,no_price
2026-06-24,BAJFINANCE,Confluence,Tier 1,984.8956298828125,-1.06,3.05,,no_price
2026-06-24,SUNPHARMA,Confluence,Tier 1,1869.5003662109375,-0.62,-0.44,,no_price
2026-06-24,AXISBANK,Confluence,Tier 1,1384.5,-0.53,-1.14,,no_price
2026-06-24,HDFCBANK,Confluence,Tier 1,793.2000122070312,0.39,0.37,,no_price
2026-06-24,HINDUNILVR,Confluence,Tier 1,2157.800048828125,0.76,1.12,,no_price
2026-06-24,ICICIBANK,Confluence,Tier 1,1373.5999755859375,1.01,0.45,,no_price
2026-06-24,LT,Confluence,Tier 1,4181.7001953125,0.83,-2.13,,no_price
2026-06-24,M&M,Confluence,Tier 1,3032.652587890625,3.84,2.14,,no_price
2026-06-24,BEL,Confluence,Tier 1,413.54998779296875,-1.54,0.65,,no_price
2026-06-24,BHEL,Confluence,Tier 2,402.8999938964844,-0.05,2.74,,no_price
2026-06-24,CHOLAFIN,Confluence,Tier 2,1792.9000244140625,0.35,0.58,,no_price
2026-06-24,CIPLA,Confluence,Tier 2,1437.9000244140625,0.15,1.31,,no_price
2026-06-24,CUMMINSIND,Confluence,Tier 2,5555.5,1.56,1.94,,no_price
2026-06-24,DIVISLAB,Confluence,Tier 2,6753.5,-0.59,-3.08,,no_price
2026-06-24,DRREDDY,Confluence,Tier 2,1328.4000244140625,1.66,0.87,,no_price
2026-06-24,EICHERMOT,Confluence,Tier 2,7572.0,0.34,-5.72,,no_price
2026-06-24,KOTAKBANK,Confluence,Tier 2,405.95001220703125,0.75,-1.35,,no_price
2026-06-24,NESTLEIND,Confluence,Tier 2,1382.5999755859375,1.45,5.15,,no_price
2026-06-24,PHOENIXLTD,Confluence,Tier 2,1912.300048828125,-0.4,5.55,,no_price
2026-06-24,PRESTIGE,Confluence,Tier 2,1541.0999755859375,0.99,5.46,,no_price
2026-06-24,ABB,Confluence,Tier 2,6967.5,0.37,-0.44,,no_price
2026-06-24,BAJAJ-AUTO,Confluence,Tier 2,9750.0,0.95,0.94,,no_price
2026-06-24,BAJAJFINSV,Confluence,Tier 2,1778.98193359375,-0.89,1.05,,no_price
2026-06-24,BDL,Confluence,Tier 2,1383.5,-1.09,-0.33,,no_price
2026-06-24,COCHINSHIP,Confluence,Tier 2,1487.0999755859375,-1.93,1.16,,no_price
2026-06-24,DABUR,Confluence,Tier 2,424.1000061035156,-0.05,4.87,,no_price
2026-06-24,DLF,Confluence,Tier 2,618.1500244140625,0.52,4.94,,no_price
2026-06-24,GODREJPROP,Confluence,Tier 2,1820.5999755859375,1.65,7.63,,no_price
2026-06-24,HAL,Confluence,Tier 2,4368.89990234375,0.0,1.5,,no_price
2026-06-24,ITC,Confluence,Tier 2,290.3500061035156,-0.12,-0.02,,no_price
2026-06-24,LUPIN,Confluence,Tier 2,2367.60009765625,-1.02,1.26,,no_price
2026-06-24,MARUTI,Confluence,Tier 2,13248.0,3.75,8.66,,no_price
2026-06-24,MAZDOCK,Confluence,Tier 2,2493.0,-0.82,1.71,,no_price
2026-06-24,OBEROIRLTY,Confluence,Tier 2,1753.0999755859375,-0.22,2.94,,no_price
2026-06-24,SBIN,Confluence,Tier 2,1034.5999755859375,1.04,1.24,,no_price
2026-06-24,SHRIRAMFIN,Confluence,Tier 2,1013.268310546875,1.26,2.86,,no_price
2026-06-24,SIEMENS,Confluence,Tier 2,3561.5,1.86,-0.02,,no_price
2026-06-24,BRITANNIA,Confluence,Tier 2,5262.5,-0.48,-0.01,,no_price
2026-06-24,SBICARD,Confluence,Tier 2,607.5999755859375,2.84,-1.88,,no_price
2026-06-24,ASIANPAINT,Confluence,Tier 3,2667.5,-0.84,1.83,,no_price
2026-06-24,ATALREAL,Confluence,Tier 3,30.260000228881836,2.64,-6.31,,no_price
2026-06-24,GOCOLORS,Confluence,Tier 3,387.45001220703125,4.14,-2.9,,no_price
2026-06-24,PACEDIGITK,Confluence,Tier 3,212.77000427246094,-5.99,-1.99,,no_price
2026-06-24,RAMCOSYS,Confluence,Tier 3,673.7999877929688,5.34,18.03,,no_price
2026-06-24,RATNAVEER,Confluence,Tier 3,182.39999389648438,-1.04,-2.32,,no_price
2026-06-24,ROTO,Confluence,Tier 3,76.19999694824219,-2.4,-6.86,,no_price
2026-06-24,RPTECH,Confluence,Tier 3,762.0499877929688,2.47,3.4,,no_price
2026-06-24,SBC,Confluence,Tier 3,41.619998931884766,-0.07,0.91,,no_price
2026-06-24,TCIEXP,Confluence,Tier 3,615.6500244140625,-13.37,-17.32,,no_price
2026-06-24,BHARTIARTL,Confluence,Tier 3,1877.300048828125,-1.42,-0.34,,no_price
2026-06-24,NDRINVIT,Confluence,Tier 3,,,,,no_price
2026-06-24,RELIANCE,Confluence,Tier 3,1313.5999755859375,0.34,-0.43,,no_price
2026-06-24,INFY,Confluence,Tier 3,1056.5999755859375,-1.46,-6.75,,no_price
2026-06-24,PINELABS,Confluence,Tier 3,161.27000427246094,-0.74,-3.39,,no_price
2026-06-24,POWERGRID,Confluence,Tier 3,290.8999938964844,-2.41,-1.15,,no_price
